,"('B', '_Time/us')","('B', '_Amplitude/mV')"
9341,186.82000000002986,-2.775171354680439
9342,186.84000000002987,-2.724141049934127
9343,186.86000000002988,-2.6727269108872367
9344,186.88000000002987,-2.6209334318183712
9345,186.90000000002988,-2.568765213902143
9346,186.9200000000299,-2.516226966205779
9347,186.9400000000299,-2.463323506641723
9348,186.96000000002988,-2.4100597628761613
9349,186.9800000000299,-2.3564407731946027
9350,187.0000000000299,-2.3024716873192905
9351,187.0200000000299,-2.2481577671822577
9352,187.0400000000299,-2.193504387649841
9353,187.0600000000299,-2.1385170371989424
9354,187.0800000000299,-2.0832013185448615
9355,187.10000000002992,-2.02756294921871
9356,187.1200000000299,-1.9716077620939836
9357,187.14000000002991,-1.915341705862507
9358,187.16000000002992,-1.8587708454573746
9359,187.18000000002993,-1.8019013624231293
9360,187.20000000002992,-1.7447395552328926
9361,187.22000000002993,-1.6872918395506393
9362,187.24000000002994,-1.6295647484385527
9363,187.26000000002995,-1.571564932509198
9364,187.28000000002993,-1.5132991600214076
9365,187.30000000002994,-1.4547743169186955
9366,187.32000000002995,-1.3959974068118683
9367,187.34000000002996,-1.336975550902307
9368,187.36000000002994,-1.2777159878475541
9369,187.38000000002995,-1.2182260735682209
9370,187.40000000002996,-1.1585132809956884
9371,187.42000000002997,-1.098585199759096
9372,187.44000000002995,-1.0384495358139547
9373,187.46000000002996,-0.9781141110085383
9374,187.48000000002997,-0.9175868625907113
9375,187.50000000002998,-0.8568758426532528
9376,187.52000000002997,-0.7959892175173663
9377,187.54000000002998,-0.7349352670550726
9378,187.56000000003,-0.6737223839492689
9379,187.58000000003,-0.6123590728924359
9380,187.60000000002998,-0.5508539497216262
9381,187.62000000003,-0.4892157404924822
9382,187.64000000003,-0.427453280490187
9383,187.66000000003,-0.3655755131771643
