,"('A', '_Time/us')","('A', '_Amplitude/mV')"
5179,103.58000000001655,-27.1498125980915
5180,103.60000000001656,-27.368727987531557
5181,103.62000000001656,-27.587079610406416
5182,103.64000000001657,-27.804864188526565
5183,103.66000000001657,-28.02207845652108
5184,103.68000000001658,-28.23871916187039
5185,103.70000000001657,-28.45478306493925
5186,103.72000000001658,-28.670266939009597
5187,103.74000000001658,-28.885167570312344
5188,103.76000000001659,-29.099481758059884
5189,103.78000000001659,-29.31320631447783
5190,103.8000000000166,-29.5263380648362
5191,103.82000000001659,-29.738873847481237
5192,103.8400000000166,-29.950810513865875
5193,103.8600000000166,-30.162144928580897
5194,103.88000000001661,-30.372873969385292
5195,103.9000000000166,-30.58299452723629
5196,103.92000000001661,-30.79250350631975
5197,103.94000000001661,-31.001397824079458
5198,103.96000000001662,-31.209674411246926
5199,103.98000000001662,-31.41733021187028
5200,104.00000000001663,-31.62436218334344
5201,104.02000000001662,-31.8307672964347
5202,104.04000000001663,-32.03654253531525
5203,104.06000000001663,-32.24168489758732
5204,104.08000000001664,-32.4461913943119
5205,104.10000000001664,-32.6500590500369
5206,104.12000000001665,-32.853284902824015
5207,104.14000000001664,-33.05586600427642
5208,104.16000000001665,-33.25779941956528
5209,104.18000000001665,-33.45908222745653
5210,104.20000000001666,-33.65971152033754
5211,104.22000000001665,-33.859684404242955
5212,104.24000000001666,-34.05899799888083
5213,104.26000000001666,-34.257649437658344
5214,104.28000000001667,-34.455635867706974
5215,104.30000000001667,-34.652954449908
5216,104.32000000001668,-34.84960235891723
